sname,date,location,town,province,country,seen,heard,ringed,dead,photo,male,female,adult,immature,breeding,eggs,nonbreeding,nest,chicks,comments
Trachyphonus vaillantii,2007.01.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Turdus smithi,2007.01.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2007.01.10,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Aquila verreauxii,2007.01.10,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Near Auntie's house in the wilds.
Ardea melanocephala,2007.01.10,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba guinea,2007.01.10,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Euplectes orix,2007.01.10,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,true,false,true,true,true,false,true,false,false,false,false,Killed a female on the Road. Seen a dead maleas well.
Streptopelia semitorquata,2007.01.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2007.01.10,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Trachyphonus vaillantii,2007.01.10,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Afrotis afraoides,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Anas undulata,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Anthus cinnamomeus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,true,false,true,true,false,Hidden in a depression on the ground with grass
Ardea melanocephala,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea purpurea,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Bubulcus ibis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cercomela familiaris,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ceryle rudis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Chrysococcyx caprius,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Circaetus cinereus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,true,false,false,false,false,false,
Cisticola juncidis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cisticola textrix,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cisticola tinniens,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cuculus solitarius,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Elanus caeruleus,2007.01.13,Around,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Estrilda astrild,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Euplectes albonotatus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Euplectes ardens,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Euplectes orix,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,true,false,true,true,true,false,true,false,true,false,false,
Euplectes progne,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,true,false,false,false,false,
Hirundo abyssinica,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo albigularis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo cucullata,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo rustica,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ispidina picta,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lanius collaris,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Macronyx capensis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,false,false,false,false,false,false,false,
Merops apiaster,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Merops bullockoides,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,A group of four huddled together in a tree
Microcarbo africanus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Mirafra africana,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Mirafra fasciolata,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Muscicapa striata,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Myrmecocichla formicivora,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Numida meleagris,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Phalacrocorax lucidus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Phylloscopus trochilus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,A pair in a dead tree
Ploceus velatus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,true,false,true,false,false,
Pternistis swainsonii,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Pycnonotus tricolor,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Quelea quelea,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Riparia cincta,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Riparia paludicola,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sarkidiornis melanotos,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Saxicola torquatus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Serinus atrogularis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sigelus silens,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Streptopelia capicola,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia semitorquata,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Terpsiphone viridis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Turnix sylvaticus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: On top of plateau in the grasslands
Vanellus armatus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus senegallus,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vidua macroura,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,
Zosterops capensis,2007.01.13,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Afrotis afraoides,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2007.01.14,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Falco amurensis,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,true,true,false,false,false,false,false,false,Seen hunting Quelea
Halcyon albiventris,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ispidina picta,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,"Resident by our hut, initially mistaken for malachite"
Lybius torquatus,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Mirafra africana,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Mirafra fasciolata,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer diffusus,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Peliperdix coqui,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Plectropterus gambensis,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Pternistis swainsonii,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Quelea quelea,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Riparia cincta,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Saxicola torquatus,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Serinus gularis,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Spreo bicolor,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Trachyphonus vaillantii,2007.01.14,Ezemvelo NR,Bronkhorstspruit,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Milvus parasitus,2007.01.28,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ciconia ciconia,2007.02.02,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Elanus caeruleus,2007.02.02,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Amadina erythrocephala,2007.02.04,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Passer melanurus,2007.02.04,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Streptopelia capicola,2007.02.04,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Upupa africana,2007.02.04,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2007.02.06,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba guinea,2007.02.06,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2007.02.07,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba guinea,2007.02.07,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Plegadis falcinellus,2007.02.07,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Flying overhead
